,name,country,property_type,price,room_type,bedrooms,beds,accommodates,cancellation_policy,number_of_reviews,minimum_nights,extra_people,maximum_nights,guests_include,review_scores_cleanliness,last_scraped,host_name,host_listings_count,calendar_last_scraped,availability_365,latitude,longitude
4048,"Perfect Location, Apt Close to Tamarama and Bondi",Australia,Apartment,139.00,Entire home/apt,1.0,1.0,2,strict_14_with_grace_period,2,3,50.00,10,2,10.0,2019-03-07,Rafael,1,2019-03-07,10,151.25503,-33.9003
4049,Residence/ 4 kişilik küçük tatlı bir ev :),Turkey,House,111.00,Entire home/apt,1.0,2.0,4,flexible,0,1,0.00,1125,1,0.0,2019-02-18,Şule,1,2019-02-18,0,28.995,41.07672
4050,Dorm 3baths SohoEast......,Hong Kong,Apartment,251.00,Shared room,1.0,12.0,12,strict_14_with_grace_period,2,3,250.00,1125,1,10.0,2019-03-11,Chile,22,2019-03-11,0,114.2209,22.28088
4051,#S4銅鑼灣百德大廈D座公寓式住宅,Hong Kong,Apartment,447.00,Private room,1.0,1.0,2,strict_14_with_grace_period,0,28,0.00,1125,1,0.0,2019-03-11,Yumi,25,2019-03-11,364,114.18655,22.28203
4052,Apartamento em Copacabana,Brazil,Apartment,1201.00,Entire home/apt,3.0,4.0,7,flexible,0,2,0.00,7,1,0.0,2019-02-11,Ana,1,2019-02-11,355,-43.18988253059425,-22.97518519124278
4053,La Joie appartement,Canada,Apartment,60.00,Entire home/apt,1.0,1.0,4,flexible,0,2,0.00,5,1,0.0,2019-03-11,Maurice,1,2019-03-11,365,-73.63073,45.55683
4054,NAYA - Downtown Guesthouse - Suite Timor,Portugal,House,80.00,Private room,1.0,2.0,3,moderate,2,1,0.00,31,1,10.0,2019-02-16,Naya,7,2019-02-16,305,-8.61354,41.16228
4055,NEW BIG ROOM IN MID LEVELS - SAI YING PUN MTR,Hong Kong,Apartment,447.00,Private room,1.0,1.0,2,strict_14_with_grace_period,1,5,100.00,150,1,10.0,2019-03-11,Jorge,3,2019-03-11,0,114.14112,22.28333
4056,Amazing 12th floor 2BD Ko Olina Beach Villa,United States,Condominium,397.00,Entire home/apt,2.0,3.0,6,strict_14_with_grace_period,1,6,0.00,90,6,10.0,2019-03-06,Love Hawaii Villas,31,2019-03-06,306,-158.12327,21.3349
4057,"Cityloft 36, 2+1 Special Flat / Ataşehir",Turkey,Boutique hotel,221.00,Private room,2.0,2.0,6,flexible,2,1,50.00,1125,2,9.0,2019-02-18,Cityloft,16,2019-02-18,356,29.10792,40.98049
4058,Wilner Hôtel,Canada,Condominium,64.00,Private room,2.0,2.0,5,flexible,1,1,20.00,1125,1,10.0,2019-03-11,Wilner,2,2019-03-11,365,-73.53738,45.66563
4059,Matosinhos Beach Apartment,Portugal,Apartment,60.00,Entire home/apt,3.0,3.0,6,strict_14_with_grace_period,0,2,10.00,170,4,0.0,2019-02-16,Nelson,1,2019-02-16,169,-8.68843,41.17539
4060,Excelente apartamento con perfecta ubicación..,Spain,Apartment,30.00,Private room,1.0,1.0,2,strict_14_with_grace_period,3,1,25.00,1125,3,9.0,2019-03-08,Amaury,7,2019-03-08,16,2.14671,41.37972
4061,Cozy Studio In the Heart of Hong Kong,Hong Kong,Apartment,298.00,Entire home/apt,0.0,1.0,2,flexible,3,1,0.00,7,1,10.0,2019-03-11,Cris,2,2019-03-11,0,114.15223,22.28698
4062,BRIGHT DOUBLE ROOM 2- Sultanahmet,Turkey,Apartment,121.00,Entire home/apt,1.0,2.0,2,moderate,56,1,0.00,1125,1,10.0,2019-02-18,Sultan,6,2019-02-18,353,28.9719,41.00282
4063,"Sleek, luxurious, in Copacabana",Brazil,Apartment,224.00,Entire home/apt,1.0,1.0,2,moderate,24,4,0.00,365,1,9.0,2019-02-11,Dennis,1,2019-02-11,264,-43.1819181446616,-22.967766385724676
4064,Makana Kai,United States,Other,150.00,Entire home/apt,2.0,3.0,5,super_strict_60,0,1,0.00,1125,1,0.0,2019-03-06,Grand Welcome,372,2019-03-06,248,-155.97073,19.5891
4065,live in a painting atelier,Turkey,Apartment,74.00,Private room,1.0,1.0,1,flexible,0,4,0.00,1125,1,0.0,2019-02-18,Elif,1,2019-02-18,280,28.99911,41.04658
4066,Studio downtown montreal,Canada,Apartment,60.00,Entire home/apt,0.0,1.0,2,flexible,0,3,0.00,1125,1,0.0,2019-03-11,Iba,2,2019-03-11,180,-73.552,45.52502
4067,"Apt moderno, completo e bem localizado.",Brazil,Apartment,261.00,Entire home/apt,2.0,2.0,4,moderate,1,3,50.00,60,3,10.0,2019-02-11,Gisele,3,2019-02-11,341,-43.18305558212906,-22.936446353750036
4068,"泓都3座,位于港岛坚尼地城,近地铁和海边,中高档住宅｡V:mengmengustc9916",Hong Kong,House,196.00,Entire home/apt,1.0,1.0,1,flexible,1,1,0.00,1125,1,10.0,2019-03-11,萌,1,2019-03-11,0,114.12584,22.28124
4069,"Central suite near Taksim, istiklal",Turkey,Boutique hotel,475.00,Private room,1.0,1.0,2,flexible,0,3,0.00,1125,1,0.0,2019-02-18,Setareh,3,2019-02-18,90,28.97597,41.03526
4070,Super convenient entire apartment near Sydney CBD!,Australia,Apartment,151.00,Entire home/apt,1.0,3.0,4,flexible,3,1,0.00,1125,1,10.0,2019-03-07,Yali,1,2019-03-07,0,151.19699,-33.88235
4071,Homely unit in a handy location,Australia,Apartment,151.00,Entire home/apt,1.0,1.0,2,flexible,0,1,0.00,7,1,0.0,2019-03-07,Hamid Reza,1,2019-03-07,0,151.14333,-33.89997
4072,"FLAT EM  FRENTE  À  PRAIA DA BARRA, RJ  - BRASIL",Brazil,Serviced apartment,459.00,Entire home/apt,1.0,2.0,3,moderate,1,2,0.00,12,1,2.0,2019-02-11,Celmo Ferreira,1,2019-02-11,176,-43.35433174362467,-23.010713029226924
4073,Apto ótimo ponto Copacabana! Aconchegante e lindo!,Brazil,Apartment,201.00,Entire home/apt,1.0,3.0,5,moderate,0,1,50.00,10,4,0.0,2019-02-11,Tânia,1,2019-02-11,356,-43.181273988604175,-22.96448298680193
4074,Porto Downtown Apartment V,Portugal,Apartment,28.00,Entire home/apt,1.0,1.0,4,moderate,3,3,0.00,1125,1,9.0,2019-02-16,Porto Downtown Apartments,5,2019-02-16,345,-8.6208,41.15336
4075,cosy room in uskudar,Turkey,Apartment,53.00,Private room,1.0,1.0,1,flexible,1,1,0.00,1125,1,10.0,2019-02-18,Yusuf,1,2019-02-18,365,29.0198,41.02099
4076,Relax on the Terrace of a Darlinghurst Home,Australia,Townhouse,151.00,Private room,1.0,1.0,2,strict_14_with_grace_period,104,3,35.00,28,1,10.0,2019-03-07,David,1,2019-03-07,185,151.21766,-33.88191
4077,Deluxe one bed room suite - 5,Hong Kong,Serviced apartment,1798.00,Private room,1.0,1.0,2,strict_14_with_grace_period,0,1,0.00,1125,1,0.0,2019-03-11,Kenneth,28,2019-03-11,365,114.17044,22.3094
4078,Yakut Hotel,Turkey,Boutique hotel,359.00,Private room,1.0,4.0,6,flexible,0,1,0.00,1125,1,0.0,2019-02-18,Mehmet,13,2019-02-18,365,28.97221,41.00334
4079,Waikiki Private Close to Everything,United States,Condominium,85.00,Private room,1.0,1.0,3,flexible,2,5,20.00,1125,1,10.0,2019-03-06,Lei & Maree,1,2019-03-06,0,-157.83423,21.28633
4080,friends gathering apartment,Hong Kong,Apartment,981.00,Entire home/apt,1.0,3.0,4,strict_14_with_grace_period,2,1,50.00,1125,4,10.0,2019-03-11,Neko,4,2019-03-11,343,114.17228,22.29686
4081,Old City Cozy Room with Private bathroom in Balat,Turkey,Boutique hotel,237.00,Private room,1.0,1.0,2,strict_14_with_grace_period,0,2,0.00,1125,1,0.0,2019-02-18,Yalçın,8,2019-02-18,365,28.94787,41.03104
4082,Cozy house 10 min from SAW airport w/ King Bed,Turkey,Apartment,79.00,Entire home/apt,2.0,2.0,3,flexible,2,1,0.00,1125,1,4.0,2019-02-18,Mert,1,2019-02-18,260,29.35227,40.89386
4083,Desirable 1BR in Griffintown Floor #3 by Sonder,Canada,Apartment,76.00,Entire home/apt,1.0,2.0,4,strict_14_with_grace_period,1,2,7.00,1125,2,10.0,2019-03-11,Sonder Montreal,51,2019-03-11,264,-73.56654,45.48917
4084,Charming Private Studio in LES,United States,Apartment,160.00,Entire home/apt,0.0,1.0,2,strict_14_with_grace_period,6,2,0.00,1125,1,6.0,2019-03-06,Julia,1,2019-03-06,0,-73.98573,40.72165
4085,Cozy Room (Girls only) Quiet area/Sagrada Familia,Spain,Apartment,30.00,Private room,0.0,1.0,1,flexible,4,1,0.00,5,1,10.0,2019-03-08,Jo,1,2019-03-08,5,2.17976,41.40151
4086,Plateau room for rent / chambre a louer Plateau,Canada,Apartment,20.00,Private room,1.0,1.0,1,flexible,2,5,0.00,1125,1,10.0,2019-03-11,Maxime,1,2019-03-11,69,-73.56501,45.53088
4087,Appartment Loft style,Canada,Apartment,38.00,Entire home/apt,0.0,1.0,2,flexible,7,1,0.00,1125,1,9.0,2019-03-11,Erzen,1,2019-03-11,222,-73.63037,45.50868
4088,精致双人套房@深水埗,Hong Kong,Condominium,518.00,Private room,0.0,1.0,2,strict_14_with_grace_period,0,1,0.00,365,1,0.0,2019-03-11,Short-Term,23,2019-03-11,3,114.16699,22.32939
4089,Apartment For Rent Near Camp Nou,Spain,Apartment,105.00,Entire home/apt,3.0,6.0,6,strict_14_with_grace_period,32,3,20.00,90,4,8.0,2019-03-08,Pilar,14,2019-03-08,306,2.1254,41.37547
4090,【福田口岸/香港落马洲】精品舒适一居室,China,House,393.00,Entire home/apt,1.0,1.0,2,flexible,0,1,0.00,1125,1,0.0,2019-03-11,光炜,33,2019-03-11,87,114.0726,22.51521
4091,Private room with sunny terrace of 200m2. 6,Spain,Apartment,10.00,Private room,1.0,1.0,10,strict_14_with_grace_period,0,120,0.00,360,1,0.0,2019-03-08,Salvatore,10,2019-03-08,202,2.12242,41.37846
4092,"原始森林渡假屋:4号独立房间,双人床,写字桌,舒适自然环境｡",Australia,Villa,60.00,Private room,1.0,1.0,2,flexible,1,1,30.00,1125,2,10.0,2019-03-07,Hong,7,2019-03-07,180,151.00081,-33.77811
4093,Quiet 2 bedrooms condo near LaSalle metro station.,Canada,Condominium,55.00,Entire home/apt,2.0,2.0,4,moderate,1,14,0.00,31,1,6.0,2019-03-11,Philippe,1,2019-03-11,0,-73.57036,45.46914
4094,Belinha Apartments - Lapa Studio,Portugal,Apartment,60.00,Entire home/apt,1.0,1.0,2,strict_14_with_grace_period,1,2,0.00,30,1,10.0,2019-02-16,Isabel,8,2019-02-16,202,-8.61242,41.15555
4095,Luxury 2 bedroom apartment infront of the beach,Spain,Apartment,72.00,Entire home/apt,2.0,2.0,5,flexible,0,32,0.00,1125,1,0.0,2019-03-08,Mo,1,2019-03-08,54,2.21503,41.40385
4096,"Metrobuse,ulasima yakin lüks daire",Turkey,House,142.00,Entire home/apt,2.0,2.0,5,flexible,0,1,0.00,1125,1,0.0,2019-02-18,Fatma,1,2019-02-18,177,28.65265,41.03262
4097,Panorama Hanı,Turkey,Apartment,74.00,Shared room,1.0,2.0,2,flexible,1,1,0.00,1125,1,10.0,2019-02-18,Omar,1,2019-02-18,362,28.83392,40.99244
4098,Popular Rainforest Hideaway,United States,House,258.00,Entire home/apt,4.0,7.0,8,moderate,38,2,30.00,1125,4,10.0,2019-03-06,Becky,1,2019-03-06,339,-155.2075,19.42408
4099,Affordable Room Attached Private Balcony,Turkey,Apartment,63.00,Private room,1.0,1.0,1,flexible,0,10,0.00,365,1,0.0,2019-02-18,Mehmet,7,2019-02-18,335,28.98763,41.04902
4100,Cozy 1-BR in Luxury Complex with a View,Hong Kong,Apartment,675.00,Private room,1.0,1.0,2,strict_14_with_grace_period,2,1,250.00,15,2,8.0,2019-03-11,Cola,1,2019-03-11,69,113.95179,22.29411
4101,Causeway bay serviced apartment max for 3 people,Hong Kong,Serviced apartment,1201.00,Entire home/apt,0.0,2.0,3,strict_14_with_grace_period,0,1,0.00,8,1,0.0,2019-03-11,Kidd,1,2019-03-11,14,114.18681,22.28023
4102,2-bedroom apartment in the Old Town,Spain,Apartment,46.00,Entire home/apt,2.0,4.0,6,flexible,0,31,5.00,365,5,0.0,2019-03-08,Sasha,19,2019-03-08,190,2.17628,41.38043
4103,Perfectly located 2-bedroom place near Ramblas,Spain,Apartment,46.00,Entire home/apt,2.0,4.0,6,flexible,0,31,5.00,365,5,0.0,2019-03-08,Sasha,19,2019-03-08,186,2.1767,41.38028
4104,"Chateau Tijucano (amplo, iluminado e tranquilo)",Brazil,Apartment,201.00,Entire home/apt,2.0,4.0,5,flexible,3,1,0.00,35,1,10.0,2019-02-11,Edilberto,1,2019-02-11,221,-43.217995815271564,-22.914875022919023
4105,Camões Executive Flat (w/ Air conditioning),Portugal,Apartment,45.00,Entire home/apt,1.0,2.0,4,strict_14_with_grace_period,3,3,15.00,90,2,10.0,2019-02-16,Lurdes E Jorge,2,2019-02-16,197,-8.60981,41.15693
4106,Room/private bathroom near Maracanã,Brazil,Apartment,127.00,Private room,1.0,1.0,3,moderate,3,2,70.00,30,2,10.0,2019-02-11,Carlos,1,2019-02-11,340,-43.23208916164074,-22.93181130274821
4107,Chic 1BR in Griffintown Floor #2 by Sonder,Canada,Apartment,81.00,Entire home/apt,1.0,2.0,4,strict_14_with_grace_period,0,2,7.00,1125,2,0.0,2019-03-11,Sonder Montreal,51,2019-03-11,244,-73.56794,45.48982
4108,Family Room - Idylle Hotel,Turkey,Boutique hotel,891.00,Private room,1.0,1.0,3,flexible,0,1,0.00,1125,3,0.0,2019-02-18,Cemil,4,2019-02-18,364,28.9791,41.01278
4109,"Taksim, Beyoğlu, Turkey Deluxe Room Sq. 3 Min.Walk",Turkey,Boutique hotel,111.00,Private room,1.0,1.0,2,flexible,1,1,0.00,1125,1,10.0,2019-02-18,Baris,8,2019-02-18,356,28.98075,41.03946
4110,"Cozy room at Hollywood Road, Sheung Wan.",Hong Kong,Bed and breakfast,298.00,Private room,1.0,1.0,2,flexible,0,1,0.00,22,1,0.0,2019-03-11,Ana,1,2019-03-11,100,114.14999,22.28563
4111,Pulitzer Extra- Read all about our experiences!,Spain,Boutique hotel,150.00,Private room,1.0,2.0,2,flexible,0,1,150.00,1125,2,0.0,2019-03-08,Regina,1,2019-03-08,274,2.16764,41.38714
4112,Cozy Harlem Home,United States,Apartment,125.00,Private room,1.0,1.0,1,flexible,0,1,0.00,1125,1,0.0,2019-03-06,Kyle,1,2019-03-06,0,-73.9447,40.81595
4113,Amazing Terrace view in Galata,Turkey,Apartment,527.00,Entire home/apt,2.0,3.0,4,strict_14_with_grace_period,0,2,0.00,1125,1,0.0,2019-02-18,Enise,1,2019-02-18,360,28.9734,41.02829
4114,3 Persons Room +Private Bathroom ( 3 人家庭房+私人浴室),Hong Kong,Guesthouse,416.00,Private room,1.0,2.0,3,strict_14_with_grace_period,7,1,0.00,30,1,9.0,2019-03-11,Wing,7,2019-03-11,81,114.17367,22.29561
4115,★BABU HOUSE ★ Bed in Mixed Dormitory ★ Taksim ★,Turkey,Aparthotel,79.00,Shared room,1.0,4.0,4,strict_14_with_grace_period,0,1,77.00,30,1,0.0,2019-02-18,Madlen,24,2019-02-18,308,28.97943,41.03692
4116,"AMAZED VISUAL  EXCELENTE LOCALIZAÇAO, ACONCHEGANTE",Brazil,Apartment,257.00,Entire home/apt,1.0,3.0,4,strict_14_with_grace_period,10,5,0.00,1125,1,9.0,2019-02-11,Catarina,1,2019-02-11,85,-43.174889220604925,-22.92426936319266
4117,Bright 1BR in Griffintown Floor #4 by Sonder,Canada,Apartment,76.00,Entire home/apt,1.0,2.0,4,strict_14_with_grace_period,0,2,7.00,1125,2,0.0,2019-03-11,Sonder Montreal,51,2019-03-11,239,-73.56739,45.4876
4118,Entire 1 bedroom apt. in Town Mount-Royal,Canada,Apartment,50.00,Entire home/apt,1.0,1.0,3,strict_14_with_grace_period,3,1,10.00,1125,2,10.0,2019-03-11,Robert,1,2019-03-11,38,-73.65559,45.51793
4119,"Enchanting Oasis, nestled in Downtown Montreal",Canada,Loft,350.00,Entire home/apt,1.0,1.0,4,strict_14_with_grace_period,31,1,25.00,1125,4,10.0,2019-03-11,Phil,17,2019-03-11,182,-73.56408,45.5028
4120,8br DUPLEX in Plateau Mont Royal!,Canada,Apartment,199.00,Entire home/apt,8.0,10.0,16,strict_14_with_grace_period,0,1,40.00,1125,12,0.0,2019-03-11,Aj,87,2019-03-11,360,-73.57736,45.52022
4121,ZT Homes Economic Suite,Turkey,Serviced apartment,174.00,Entire home/apt,1.0,1.0,3,flexible,0,3,0.00,1125,1,0.0,2019-02-18,Tijen,7,2019-02-18,362,28.98644,41.05052
4122,DA'Home - Boavista Beautiful Apartment,Portugal,Apartment,55.00,Entire home/apt,1.0,1.0,3,moderate,5,2,5.00,1125,2,10.0,2019-02-16,DaHome,7,2019-02-16,333,-8.6288,41.15787
4123,İstanbulun en merkezi ve tarihi ilçesinde yaşam,Turkey,Apartment,132.00,Private room,2.0,2.0,1,flexible,0,1,170.00,15,2,0.0,2019-02-18,Günay,5,2019-02-18,364,29.02179,41.02324
4124,Bedroom & living room  in the best part of Ipanema,Brazil,Apartment,164.00,Entire home/apt,1.0,2.0,4,strict_14_with_grace_period,93,3,50.00,180,2,10.0,2019-02-11,Levy,10,2019-02-11,245,-43.200373532313,-22.984446544659807
4125,Spacious room with private floor in 3 story home,Australia,Townhouse,60.00,Private room,1.0,1.0,2,strict_14_with_grace_period,3,2,0.00,34,1,9.0,2019-03-07,Andy,1,2019-03-07,4,151.16873,-33.87127
4126,Piso muy grande con 6 habitaciones en el centro,Spain,Apartment,168.00,Entire home/apt,6.0,12.0,13,flexible,0,32,0.00,1125,1,0.0,2019-03-08,Vicky,1,2019-03-08,365,2.17625,41.38806
4127,Sucá Apartments - in the heart of Porto (Apt3),Portugal,Apartment,60.00,Entire home/apt,1.0,2.0,2,moderate,1,1,0.00,1125,2,10.0,2019-02-16,Girafa,4,2019-02-16,189,-8.61342,41.145
4128,"süper manzaralı yazlık ,kışlık 2+1",Turkey,Apartment,148.00,Entire home/apt,3.0,5.0,5,flexible,0,30,50.00,1000,1,0.0,2019-02-18,Yılmaz,1,2019-02-18,365,29.05006,40.90622
4129,Close to EELS rugby club n CBD,Australia,Apartment,14.00,Entire home/apt,1.0,4.0,4,flexible,5,2,0.00,30,1,7.0,2019-03-07,Deepak,1,2019-03-07,359,151.0048,-33.7995
4130,Prince Edward-Sofa Bed,Hong Kong,House,157.00,Shared room,1.0,1.0,1,strict_14_with_grace_period,2,3,100.00,5,1,10.0,2019-03-11,Demi,2,2019-03-11,316,114.16669,22.32711
4131,Stone Wall Apartment,Portugal,Apartment,79.00,Entire home/apt,3.0,5.0,7,moderate,0,2,15.00,31,2,0.0,2019-02-16,Helder,1,2019-02-16,254,-8.59579,41.16738
4132,A warm clean cozy room 乾淨有愛 @Temple Street 廟街 單人床,Hong Kong,Apartment,479.00,Private room,1.0,1.0,2,flexible,5,1,100.00,1125,1,10.0,2019-03-11,Xi,1,2019-03-11,156,114.17018,22.31101
4133,Studio with a inner patio (with daily clean),Portugal,Serviced apartment,100.00,Entire home/apt,0.0,1.0,2,flexible,0,1,0.00,4,1,0.0,2019-02-16,B28,3,2019-02-16,343,-8.61529,41.14372
4134,Penthouse 3 bedrooms apartment B376,Spain,Apartment,262.00,Entire home/apt,3.0,5.0,6,strict_14_with_grace_period,1,1,0.00,1125,6,6.0,2019-03-08,Arina,42,2019-03-08,255,2.14932,41.37821
4135,NY WORLD KONAKLAMA,Turkey,Bed and breakfast,269.00,Private room,1.0,3.0,4,flexible,0,1,0.00,1125,1,0.0,2019-02-18,Vedat,5,2019-02-18,365,28.61252,40.99928
4136,"Room w' priv bathroom, breakfast in best location!",Spain,Apartment,50.00,Private room,1.0,3.0,4,strict_14_with_grace_period,1,1,20.00,1125,1,10.0,2019-03-08,Manuela,1,2019-03-08,27,2.16816,41.38622
4137,Carnaval  Inesquecível no Rio de Janeiro,Brazil,Apartment,164.00,Entire home/apt,2.0,4.0,4,flexible,0,4,140.00,7,1,0.0,2019-02-11,Mariangela,1,2019-02-11,90,-43.34792542922518,-22.925911202551454
4138,Center - Apartment,Brazil,Apartment,119.00,Entire home/apt,1.0,1.0,4,strict_14_with_grace_period,35,2,50.00,1125,2,10.0,2019-02-11,Luiz Augusto,1,2019-02-11,0,-43.178301250158434,-22.911757450313935
4139,Quarto aconchegante do Jardim Botânico.,Brazil,Apartment,145.00,Private room,1.0,1.0,2,flexible,0,3,0.00,50,1,0.0,2019-02-11,Pedro,4,2019-02-11,29,-43.224388754954866,-22.96221540823626
4140,Apartamento no centro do Rio,Brazil,Apartment,101.00,Entire home/apt,1.0,1.0,4,flexible,1,2,0.00,120,1,0.0,2019-02-11,Josi,1,2019-02-11,191,-43.2063933581498,-22.914730794351065
4141,Artsy Co-living 共住空間 (Single單人) C油麻地 Yau Ma Tei,Hong Kong,Apartment,267.00,Private room,1.0,1.0,1,strict_14_with_grace_period,0,28,0.00,1125,1,0.0,2019-03-11,Artsy,8,2019-03-11,169,114.1722,22.31226
4142,Kai 商务现代风小窝Y08~~~~~,Hong Kong,Apartment,550.00,Private room,1.0,1.0,2,flexible,0,28,0.00,365,1,0.0,2019-03-11,Vinson,13,2019-03-11,253,114.18676,22.28057
4143,★LAVANTA HOTEL★ SINGLE ROOM + BREAKFAST in TAKSIM,Turkey,Hotel,195.00,Private room,1.0,1.0,1,strict_14_with_grace_period,0,1,0.00,30,1,0.0,2019-02-18,Madlen,24,2019-02-18,267,28.98009,41.03499
4144,Lovely en-suite bedroom in city center,Spain,Bed and breakfast,69.00,Private room,1.0,1.0,2,strict_14_with_grace_period,2,2,20.00,1125,2,0.0,2019-03-08,Louis,1,2019-03-08,22,2.16545,41.38328
4145,Dorion Village Montréal,Canada,Apartment,70.00,Private room,1.0,1.0,2,flexible,0,1,0.00,3,1,0.0,2019-03-11,Carlos,1,2019-03-11,59,-73.54865,45.52147
4146,Spacious apt with 360-degree view in HK Island,Hong Kong,Apartment,1201.00,Entire home/apt,0.0,1.0,2,flexible,0,2,0.00,20,1,0.0,2019-03-11,Claire,1,2019-03-11,4,114.14571,22.28548
4147,2BR apartment on St-Laurent. Heart of the Plateau!,Canada,Apartment,89.00,Entire home/apt,2.0,2.0,4,strict_14_with_grace_period,0,2,0.00,1125,1,0.0,2019-03-11,San Lorenzo,8,2019-03-11,0,-73.5837,45.51921
4148,Porto com Alma,Portugal,Apartment,45.00,Entire home/apt,2.0,2.0,4,strict_14_with_grace_period,0,3,22.00,1125,2,0.0,2019-02-16,Cristina  E Jorge,1,2019-02-16,342,-8.60257,41.15003
4149,Ataşehir,Turkey,Apartment,279.00,Entire home/apt,1.0,2.0,3,flexible,0,1,0.00,19,1,0.0,2019-02-18,Günay,1,2019-02-18,364,29.145,40.98795
4150,Share in NYC's trendy East Village,United States,Apartment,89.00,Private room,1.0,1.0,2,strict_14_with_grace_period,125,3,30.00,27,1,10.0,2019-03-07,Chris,1,2019-03-07,260,-73.98717,40.73171
4151,the best location in taksim. hotel apt. 3rd floor,Turkey,Apartment,206.00,Entire home/apt,1.0,2.0,4,flexible,0,1,0.00,1125,1,0.0,2019-02-18,Iman,2,2019-02-18,365,28.98263,41.03762
4152,Quarto p estudante,Brazil,Casa particular (Cuba),56.00,Private room,1.0,1.0,1,flexible,2,3,0.00,1125,1,6.0,2019-02-11,Thecla,1,2019-02-11,353,-43.187826726539946,-22.968618498940213
4153,Küçük sakin temiz ve tatlı bir yer Bekleriz ),Turkey,Apartment,132.00,Entire home/apt,2.0,3.0,4,flexible,2,1,0.00,1125,1,9.0,2019-02-18,Mehmet Veysi,2,2019-02-18,332,28.96944,41.00568
4154,kitinete na Praça da Bandeira. Perto de tudo!,Brazil,Apartment,112.00,Entire home/apt,1.0,1.0,3,moderate,0,1,0.00,2,1,0.0,2019-02-11,Flavia,1,2019-02-11,282,-43.21412005341833,-22.912422342892768
4155,Individual SUITE in Sheung Wan area,Hong Kong,Guest suite,400.00,Private room,0.0,1.0,1,flexible,2,2,0.00,30,1,8.0,2019-03-11,Harvest,1,2019-03-11,0,114.14925,22.28562
4156,APART HOTEL,Turkey,Boutique hotel,121.00,Private room,1.0,1.0,16,flexible,0,1,50.00,30,1,0.0,2019-02-18,Çayan,3,2019-02-18,179,28.97992,41.03313
4157,Kadikoy Kalamis Suit-HugeTerras with Sea View !,Turkey,Loft,833.00,Entire home/apt,0.0,2.0,2,strict_14_with_grace_period,0,1,0.00,1125,1,0.0,2019-02-18,Ebru,4,2019-02-18,179,29.03993,40.98363
4158,Istanbul Ortakoy Besiktas Boutique Hotel 3 Person,Turkey,Boutique hotel,221.00,Private room,1.0,2.0,3,flexible,0,1,0.00,30,1,0.0,2019-02-18,Bridge,2,2019-02-18,90,29.02404,41.04988
4159,"Nice Cozy Room in BROOKLYN, NYC, NY, Bushwick",United States,House,33.00,Private room,1.0,2.0,2,moderate,166,3,0.00,23,1,10.0,2019-03-07,Victor,2,2019-03-07,75,-73.91967,40.69545
4160,STUDIO FOR RENT 0+1 (1),Turkey,Apartment,221.00,Private room,0.0,1.0,3,flexible,0,1,0.00,1125,1,0.0,2019-02-18,Youssef,7,2019-02-18,364,28.8965,41.00728
4161,Modern Apt minutes to city and beaches,Australia,Apartment,109.00,Entire home/apt,1.0,1.0,2,strict_14_with_grace_period,6,2,0.00,14,1,9.0,2019-03-07,Patrick,1,2019-03-07,348,151.21983,-33.83068
4162,Modern room private balcony and bathroom,Australia,House,75.00,Private room,1.0,1.0,2,flexible,0,1,0.00,1125,1,0.0,2019-03-07,Trudie,1,2019-03-07,0,151.24015,-33.97352
4163,"1Family Vacation Suite RAMBL Street, Port of Colom",Spain,Condominium,45.00,Entire home/apt,1.0,3.0,5,strict_14_with_grace_period,0,3,30.00,1125,3,0.0,2019-03-08,Anna,3,2019-03-08,72,2.17143,41.37435
4164,★Exterior y céntrica★St Antoni A 2 min del Aerobus,Spain,Apartment,35.00,Private room,1.0,2.0,3,strict_14_with_grace_period,6,3,15.00,20,2,10.0,2019-03-08,Jose,3,2019-03-08,70,2.15743,41.38023
4165,BEŞBEŞ,Turkey,Apartment,121.00,Private room,1.0,1.0,1,flexible,0,2,0.00,10,1,0.0,2019-02-18,Elmas,1,2019-02-18,26,29.0041,41.08576
4166,AMAZING PENTHOUSE IN BARCELONA,Spain,Apartment,56.00,Entire home/apt,2.0,2.0,3,strict_14_with_grace_period,0,32,0.00,1125,1,0.0,2019-03-08,Carla,15,2019-03-08,309,2.12923,41.38724
4167,İstanbul'un Merkezinde Sessiz ve Güvenli Eviniz,Turkey,Apartment,475.00,Entire home/apt,1.0,1.0,4,flexible,0,2,89.00,100,2,0.0,2019-02-18,David Stephan,5,2019-02-18,315,28.98788,41.03335
4168,Copacabana 3 rooms 3 wcs garage,Brazil,Condominium,451.00,Entire home/apt,3.0,7.0,10,strict_14_with_grace_period,0,3,50.00,1125,9,0.0,2019-02-11,Sérgio,2,2019-02-11,266,-43.18670238782581,-22.96818693185744
4169,Great apartment in Ipanema!!,Brazil,Apartment,3544.00,Entire home/apt,3.0,4.0,6,strict_14_with_grace_period,0,3,0.00,30,1,0.0,2019-02-11,Joao,1,2019-02-11,0,-43.19337185431951,-22.98561033208582
